y_p1,y_p2,y_p3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,disc_cost,avg_cost,x,y
60.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,2.0,6.0,4.0,6.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48687.388715834,1226.04,121.0,69.0
72.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,4.0,10.0,9.0,8.0,9.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67594.73573585936,1696.0,133.0,79.0
26.0,3.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,10.0,9.0,10.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19455.306821529222,494.96000000000004,121.0,31.0
13.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,5.0,8.0,5.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7585.472448132922,186.64,108.0,18.0
46.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,9.0,5.0,6.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39439.27438185628,993.28,117.0,59.0
49.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,6.0,7.0,3.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31312.989266711105,794.28,109.0,57.0
56.0,3.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,5.0,5.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42639.47287474603,1085.0800000000002,120.0,61.0
39.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,7.0,7.0,4.0,10.0,5.0,6.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28773.515267642535,725.24,115.0,45.0
35.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,3.0,6.0,8.0,6.0,8.0,5.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22852.926727548987,580.6400000000001,117.0,40.0
66.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,4.0,4.0,8.0,9.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47170.60746673915,1204.04,121.0,72.0
40.0,3.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,6.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33866.68973556598,858.24,119.0,51.0
25.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,8.0,9.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14354.322833159871,370.6,106.0,33.0
65.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,8.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54199.84575582684,1365.84,122.0,72.0
45.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,7.0,10.0,10.0,7.0,4.0,0.0,0.0,5.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37377.518563306934,937.3599999999999,126.0,50.0
53.0,3.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,2.0,5.0,2.0,5.0,9.0,8.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33768.36468954796,858.76,108.0,65.0
26.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,7.0,8.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25608.53502233861,635.64,125.0,30.0
23.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,7.0,7.0,5.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22019.194686800427,554.3599999999999,128.0,30.0
21.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,4.0,4.0,5.0,8.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9268.015569005831,237.44,106.0,30.0
30.0,0.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,7.0,5.0,9.0,9.0,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23812.759243738223,606.52,120.0,37.0
21.0,0.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,4.0,8.0,7.0,4.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7834.418772100738,199.40000000000003,110.0,25.0
32.0,3.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,3.0,6.0,10.0,6.0,4.0,8.0,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27644.824988019118,693.16,127.0,39.0
22.0,1.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,4.0,5.0,9.0,7.0,6.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11175.748181298486,279.28000000000003,119.0,26.0
33.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,2.0,6.0,9.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45853.93684342796,1145.8,152.0,43.0
13.0,4.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0,6.0,5.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13164.42991467304,328.82000000000005,118.0,21.0
59.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,8.0,3.0,3.0,4.0,7.0,7.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44047.43294255684,1116.6799999999998,121.0,66.0
13.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,10.0,7.0,3.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13667.414597903486,338.88,125.0,22.0
43.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,7.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39169.43690273563,986.76,120.0,58.0
64.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63489.251887041064,1594.1599999999999,134.0,73.0
15.0,4.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,9.0,8.0,10.0,5.0,7.0,8.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21874.090149400952,539.88,130.0,30.0
33.0,1.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44770.82199531355,1111.76,143.0,36.0
20.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,5.0,2.0,0.0,10.0,8.0,9.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20912.760689575767,520.2,120.0,32.0
36.0,0.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,8.0,4.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25600.94368606372,652.4,113.0,40.0
72.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,4.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50543.38798969387,1295.2,118.0,78.0
12.0,2.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,4.0,5.0,5.0,10.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15883.847774664257,386.8,125.0,21.0
54.0,5.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,6.0,10.0,7.0,10.0,5.0,3.0,9.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53139.158324238226,1330.76,140.0,61.0
22.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,7.0,4.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16933.819275694514,429.64,128.0,28.0
18.0,1.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,8.0,5.0,5.0,6.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12351.072645901171,312.35999999999996,120.0,21.0
26.0,3.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,9.0,8.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25273.567917653967,630.2,132.0,35.0
31.0,0.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,10.0,10.0,8.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20524.097529848907,523.36,118.0,36.0
32.0,6.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,3.0,8.0,9.0,7.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28994.689803119523,731.24,127.0,41.0
6.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,0.0,2.0,6.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,404.55737643123996,10.400000000000002,118.0,13.0
30.0,6.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4.0,8.0,8.0,7.0,6.0,4.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26285.063698626083,660.4799999999999,121.0,41.0
16.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,5.0,7.0,7.0,10.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4972.173062280516,132.32,114.0,22.0
24.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,3.0,9.0,5.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12280.116517733575,317.2,108.0,30.0
79.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67576.05302550436,1704.0,127.0,87.0
35.0,2.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,6.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36290.38728039014,907.1600000000001,130.0,43.0
24.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,3.0,6.0,4.0,4.0,7.0,2.0,1.0,10.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17351.52783501116,437.03999999999996,118.0,35.0
30.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,3.0,5.0,8.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27925.90823259126,694.92,123.0,33.0
58.0,5.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,7.0,9.0,4.0,3.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37136.515585242305,942.9400000000002,111.0,65.0
47.0,4.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,7.0,10.0,5.0,5.0,10.0,5.0,9.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40444.21034890789,1019.4,127.0,56.0
24.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,5.0,7.0,7.0,3.0,6.0,9.0,8.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20473.935765279093,519.8,122.0,31.0
62.0,3.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,6.0,7.0,7.0,7.0,1.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46311.112476233284,1178.3600000000001,115.0,70.0
1.0,1.0,5.0,10.0,8.0,9.0,9.0,10.0,7.0,4.0,8.0,7.0,8.0,2.0,4.0,6.0,6.0,4.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2451.4318933696663,53.36,117.0,7.0
30.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,2.0,5.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10205.693245197544,268.12,103.0,39.0
10.0,4.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,0.0,0.0,0.0,7.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6886.1583311999075,171.0,112.0,25.0
45.0,3.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,3.0,9.0,6.0,9.0,7.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37460.72270045396,948.3599999999999,126.0,49.0
26.0,2.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,0.0,5.0,10.0,6.0,9.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28229.943143570923,708.4399999999999,129.0,36.0
54.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,4.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,5.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38526.73286124421,973.64,117.0,60.0
53.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,5.0,7.0,2.0,0.0,6.0,4.0,6.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44587.85453977684,1121.7200000000003,127.0,64.0
56.0,6.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,8.0,7.0,9.0,8.0,5.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47893.57757796331,1207.08,124.0,67.0
55.0,6.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,3.0,9.0,5.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47626.572116227966,1195.8799999999999,116.0,64.0
9.0,2.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,1.0,7.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10356.767639377456,257.28000000000003,126.0,14.0
33.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,4.0,0.0,5.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22291.902036853164,556.6400000000001,109.0,42.0
26.0,4.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,6.0,6.0,5.0,5.0,10.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16811.65116129582,430.32,111.0,36.0
39.0,4.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,9.0,6.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21620.533263688932,556.76,111.0,46.0
5.0,1.0,6.0,10.0,8.0,10.0,7.0,3.0,7.0,6.0,5.0,5.0,9.0,7.0,3.0,2.0,7.0,9.0,2.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1630.8069488962824,35.71999999999999,113.0,12.0
55.0,3.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,5.0,9.0,2.0,8.0,4.0,2.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42486.122099297056,1065.56,112.0,67.0
72.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,7.0,4.0,5.0,3.0,5.0,4.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53036.35457755135,1339.8400000000001,106.0,85.0
44.0,1.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,7.0,5.0,9.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38874.53062263,976.5600000000001,127.0,52.0
50.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,3.0,7.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35025.21521313357,891.5599999999998,111.0,56.0
66.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58349.3096860367,1476.52,130.0,72.0
18.0,5.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17186.328312545924,437.68,128.0,25.0
37.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,6.0,6.0,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28896.230479563128,723.6000000000001,113.0,46.0
41.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,6.0,6.0,0.0,2.0,8.0,7.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26795.195310300613,683.24,118.0,47.0
40.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,4.0,5.0,7.0,5.0,7.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37527.08175664759,945.4,130.0,51.0
9.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,6.0,6.0,3.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17343.370306870005,429.12,129.0,22.0
35.0,3.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,6.0,7.0,6.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28408.257565395576,718.6399999999999,119.0,42.0
17.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,3.0,6.0,3.0,5.0,7.0,7.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6619.972105056977,169.56,115.0,24.0
24.0,3.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,3.0,5.0,9.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16354.525965569464,414.15999999999997,114.0,30.0
12.0,6.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,9.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2460.2698497658193,62.2,106.0,20.0
